"Laboratorio","Provincia","Cantón","Rango","Sexo","N dosis","Periodo","Cantidad"
"PFIZER INC - USA","CARTAGO","OREAMUNO","50 a 60","M","DV1 - PRIMER DOSIS VIDA","3-2021","13"
"PFIZER INC - USA","CARTAGO","OREAMUNO","50 a 60","M","DV1 - PRIMER DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","CARTAGO","OREAMUNO","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","11"
"PFIZER INC - USA","CARTAGO","OREAMUNO","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","22"
"PFIZER INC - USA","CARTAGO","OREAMUNO","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","25"
"PFIZER INC - USA","CARTAGO","OREAMUNO","60 a 70","F","DV1 - PRIMER DOSIS VIDA","1-2021","5"
"PFIZER INC - USA","CARTAGO","OREAMUNO","60 a 70","F","DV1 - PRIMER DOSIS VIDA","2-2021","5"
"PFIZER INC - USA","CARTAGO","OREAMUNO","60 a 70","F","DV1 - PRIMER DOSIS VIDA","3-2021","11"
"PFIZER INC - USA","CARTAGO","OREAMUNO","60 a 70","F","DV1 - PRIMER DOSIS VIDA","4-2021","109"
"PFIZER INC - USA","CARTAGO","OREAMUNO","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","4"
"PFIZER INC - USA","CARTAGO","OREAMUNO","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","9"
"PFIZER INC - USA","CARTAGO","OREAMUNO","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","3"
"PFIZER INC - USA","CARTAGO","OREAMUNO","60 a 70","M","DV1 - PRIMER DOSIS VIDA","1-2021","6"
"PFIZER INC - USA","CARTAGO","OREAMUNO","60 a 70","M","DV1 - PRIMER DOSIS VIDA","2-2021","14"
"PFIZER INC - USA","CARTAGO","OREAMUNO","60 a 70","M","DV1 - PRIMER DOSIS VIDA","3-2021","8"
"PFIZER INC - USA","CARTAGO","OREAMUNO","60 a 70","M","DV1 - PRIMER DOSIS VIDA","4-2021","66"
"PFIZER INC - USA","CARTAGO","OREAMUNO","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","5"
"PFIZER INC - USA","CARTAGO","OREAMUNO","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","18"
"PFIZER INC - USA","CARTAGO","OREAMUNO","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","CARTAGO","OREAMUNO","70 a 80","F","DV1 - PRIMER DOSIS VIDA","2-2021","25"
"PFIZER INC - USA","CARTAGO","OREAMUNO","70 a 80","F","DV1 - PRIMER DOSIS VIDA","3-2021","504"
"PFIZER INC - USA","CARTAGO","OREAMUNO","70 a 80","F","DV1 - PRIMER DOSIS VIDA","4-2021","217"
"PFIZER INC - USA","CARTAGO","OREAMUNO","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","356"
"PFIZER INC - USA","CARTAGO","OREAMUNO","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","57"
"PFIZER INC - USA","CARTAGO","OREAMUNO","70 a 80","M","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","70 a 80","M","DV1 - PRIMER DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","70 a 80","M","DV1 - PRIMER DOSIS VIDA","2-2021","13"
"PFIZER INC - USA","CARTAGO","OREAMUNO","70 a 80","M","DV1 - PRIMER DOSIS VIDA","3-2021","425"
"PFIZER INC - USA","CARTAGO","OREAMUNO","70 a 80","M","DV1 - PRIMER DOSIS VIDA","4-2021","225"
"PFIZER INC - USA","CARTAGO","OREAMUNO","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","277"
"PFIZER INC - USA","CARTAGO","OREAMUNO","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","60"
"PFIZER INC - USA","CARTAGO","OREAMUNO","80 a 90","F","DV1 - PRIMER DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","80 a 90","F","DV1 - PRIMER DOSIS VIDA","2-2021","176"
"PFIZER INC - USA","CARTAGO","OREAMUNO","80 a 90","F","DV1 - PRIMER DOSIS VIDA","3-2021","115"
"PFIZER INC - USA","CARTAGO","OREAMUNO","80 a 90","F","DV1 - PRIMER DOSIS VIDA","4-2021","11"
"PFIZER INC - USA","CARTAGO","OREAMUNO","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","283"
"PFIZER INC - USA","CARTAGO","OREAMUNO","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","CARTAGO","OREAMUNO","80 a 90","M","DV1 - PRIMER DOSIS VIDA","2-2021","146"
"PFIZER INC - USA","CARTAGO","OREAMUNO","80 a 90","M","DV1 - PRIMER DOSIS VIDA","3-2021","112"
"PFIZER INC - USA","CARTAGO","OREAMUNO","80 a 90","M","DV1 - PRIMER DOSIS VIDA","4-2021","6"
"PFIZER INC - USA","CARTAGO","OREAMUNO","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","243"
"PFIZER INC - USA","CARTAGO","OREAMUNO","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","7"
"PFIZER INC - USA","CARTAGO","OREAMUNO","90 a 100","F","DV1 - PRIMER DOSIS VIDA","2-2021","46"
"PFIZER INC - USA","CARTAGO","OREAMUNO","90 a 100","F","DV1 - PRIMER DOSIS VIDA","3-2021","13"
"PFIZER INC - USA","CARTAGO","OREAMUNO","90 a 100","F","DV1 - PRIMER DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","CARTAGO","OREAMUNO","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","57"
"PFIZER INC - USA","CARTAGO","OREAMUNO","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","90 a 100","M","DV1 - PRIMER DOSIS VIDA","2-2021","36"
"PFIZER INC - USA","CARTAGO","OREAMUNO","90 a 100","M","DV1 - PRIMER DOSIS VIDA","3-2021","10"
"PFIZER INC - USA","CARTAGO","OREAMUNO","90 a 100","M","DV1 - PRIMER DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","42"
"PFIZER INC - USA","CARTAGO","OREAMUNO","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","CARTAGO","PARAISO","10 a 20","M","DV1 - PRIMER DOSIS VIDA","1-2021","2"
"PFIZER INC - USA","CARTAGO","PARAISO","10 a 20","M","DV1 - PRIMER DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","CARTAGO","PARAISO","10 a 20","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","CARTAGO","PARAISO","100 o mas","F","DV1 - PRIMER DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","CARTAGO","PARAISO","100 o mas","F","DV1 - PRIMER DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","CARTAGO","PARAISO","100 o mas","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","2"
"PFIZER INC - USA","CARTAGO","PARAISO","100 o mas","M","DV1 - PRIMER DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","12-2020","6"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","1-2021","75"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","2-2021","29"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","3-2021","28"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","4-2021","7"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","29"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","48"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","44"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","3"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","1-2021","46"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","2-2021","59"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","3-2021","11"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","4-2021","3"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","17"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","29"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","66"
"PFIZER INC - USA","CARTAGO","PARAISO","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","12-2020","5"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","1-2021","90"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","2-2021","58"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","3-2021","28"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","22"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","73"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","72"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","M","DV1 - PRIMER DOSIS VIDA","12-2020","2"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","M","DV1 - PRIMER DOSIS VIDA","1-2021","78"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","M","DV1 - PRIMER DOSIS VIDA","2-2021","80"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","M","DV1 - PRIMER DOSIS VIDA","3-2021","40"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","M","DV1 - PRIMER DOSIS VIDA","4-2021","8"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","23"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","58"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","104"
"PFIZER INC - USA","CARTAGO","PARAISO","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","CARTAGO","PARAISO","40 a 50","F","DV1 - PRIMER DOSIS VIDA","1-2021","53"
"PFIZER INC - USA","CARTAGO","PARAISO","40 a 50","F","DV1 - PRIMER DOSIS VIDA","2-2021","29"
"PFIZER INC - USA","CARTAGO","PARAISO","40 a 50","F","DV1 - PRIMER DOSIS VIDA","3-2021","12"
"PFIZER INC - USA","CARTAGO","PARAISO","40 a 50","F","DV1 - PRIMER DOSIS VIDA","4-2021","5"
"PFIZER INC - USA","CARTAGO","PARAISO","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","4"
"PFIZER INC - USA","CARTAGO","PARAISO","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","48"
"PFIZER INC - USA","CARTAGO","PARAISO","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","34"
"PFIZER INC - USA","CARTAGO","PARAISO","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","CARTAGO","PARAISO","40 a 50","M","DV1 - PRIMER DOSIS VIDA","1-2021","46"
"PFIZER INC - USA","CARTAGO","PARAISO","40 a 50","M","DV1 - PRIMER DOSIS VIDA","2-2021","56"
"PFIZER INC - USA","CARTAGO","PARAISO","40 a 50","M","DV1 - PRIMER DOSIS VIDA","3-2021","14"
"PFIZER INC - USA","CARTAGO","PARAISO","40 a 50","M","DV1 - PRIMER DOSIS VIDA","4-2021","3"
"PFIZER INC - USA","CARTAGO","PARAISO","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","10"
"PFIZER INC - USA","CARTAGO","PARAISO","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","34"
"PFIZER INC - USA","CARTAGO","PARAISO","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","63"
"PFIZER INC - USA","CARTAGO","PARAISO","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","CARTAGO","PARAISO","50 a 60","F","DV1 - PRIMER DOSIS VIDA","1-2021","34"
"PFIZER INC - USA","CARTAGO","PARAISO","50 a 60","F","DV1 - PRIMER DOSIS VIDA","2-2021","11"
"PFIZER INC - USA","CARTAGO","PARAISO","50 a 60","F","DV1 - PRIMER DOSIS VIDA","3-2021","8"
"PFIZER INC - USA","CARTAGO","PARAISO","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","5"
"PFIZER INC - USA","CARTAGO","PARAISO","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","29"
"PFIZER INC - USA","CARTAGO","PARAISO","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","14"
"PFIZER INC - USA","CARTAGO","PARAISO","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","3"
"PFIZER INC - USA","CARTAGO","PARAISO","50 a 60","M","DV1 - PRIMER DOSIS VIDA","1-2021","33"
"PFIZER INC - USA","CARTAGO","PARAISO","50 a 60","M","DV1 - PRIMER DOSIS VIDA","2-2021","41"
"PFIZER INC - USA","CARTAGO","PARAISO","50 a 60","M","DV1 - PRIMER DOSIS VIDA","3-2021","10"
"PFIZER INC - USA","CARTAGO","PARAISO","50 a 60","M","DV1 - PRIMER DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","CARTAGO","PARAISO","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","10"
"PFIZER INC - USA","CARTAGO","PARAISO","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","23"
"PFIZER INC - USA","CARTAGO","PARAISO","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","46"
"PFIZER INC - USA","CARTAGO","PARAISO","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","CARTAGO","PARAISO","60 a 70","F","DV1 - PRIMER DOSIS VIDA","1-2021","4"
"PFIZER INC - USA","CARTAGO","PARAISO","60 a 70","F","DV1 - PRIMER DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","CARTAGO","PARAISO","60 a 70","F","DV1 - PRIMER DOSIS VIDA","3-2021","8"
"PFIZER INC - USA","CARTAGO","PARAISO","60 a 70","F","DV1 - PRIMER DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","CARTAGO","PARAISO","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","2"
"PFIZER INC - USA","CARTAGO","PARAISO","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","CARTAGO","PARAISO","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","7"
"PFIZER INC - USA","CARTAGO","PARAISO","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","CARTAGO","PARAISO","60 a 70","M","DV1 - PRIMER DOSIS VIDA","1-2021","17"
"PFIZER INC - USA","CARTAGO","PARAISO","60 a 70","M","DV1 - PRIMER DOSIS VIDA","2-2021","15"
"PFIZER INC - USA","CARTAGO","PARAISO","60 a 70","M","DV1 - PRIMER DOSIS VIDA","3-2021","4"
"PFIZER INC - USA","CARTAGO","PARAISO","60 a 70","M","DV1 - PRIMER DOSIS VIDA","4-2021","3"
"PFIZER INC - USA","CARTAGO","PARAISO","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","3"
"PFIZER INC - USA","CARTAGO","PARAISO","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","13"
"PFIZER INC - USA","CARTAGO","PARAISO","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","16"
"PFIZER INC - USA","CARTAGO","PARAISO","70 a 80","F","DV1 - PRIMER DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","CARTAGO","PARAISO","70 a 80","F","DV1 - PRIMER DOSIS VIDA","2-2021","13"
"PFIZER INC - USA","CARTAGO","PARAISO","70 a 80","F","DV1 - PRIMER DOSIS VIDA","3-2021","469"
"PFIZER INC - USA","CARTAGO","PARAISO","70 a 80","F","DV1 - PRIMER DOSIS VIDA","4-2021","349"
"PFIZER INC - USA","CARTAGO","PARAISO","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","CARTAGO","PARAISO","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","424"
"PFIZER INC - USA","CARTAGO","PARAISO","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","35"
"PFIZER INC - USA","CARTAGO","PARAISO","70 a 80","M","DV1 - PRIMER DOSIS VIDA","1-2021","5"
"PFIZER INC - USA","CARTAGO","PARAISO","70 a 80","M","DV1 - PRIMER DOSIS VIDA","2-2021","8"
"PFIZER INC - USA","CARTAGO","PARAISO","70 a 80","M","DV1 - PRIMER DOSIS VIDA","3-2021","386"
"PFIZER INC - USA","CARTAGO","PARAISO","70 a 80","M","DV1 - PRIMER DOSIS VIDA","4-2021","334"
"PFIZER INC - USA","CARTAGO","PARAISO","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","5"
"PFIZER INC - USA","CARTAGO","PARAISO","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","356"
"PFIZER INC - USA","CARTAGO","PARAISO","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","22"
"PFIZER INC - USA","CARTAGO","PARAISO","80 a 90","F","DV1 - PRIMER DOSIS VIDA","2-2021","259"
"PFIZER INC - USA","CARTAGO","PARAISO","80 a 90","F","DV1 - PRIMER DOSIS VIDA","3-2021","196"
"PFIZER INC - USA","CARTAGO","PARAISO","80 a 90","F","DV1 - PRIMER DOSIS VIDA","4-2021","29"
"PFIZER INC - USA","CARTAGO","PARAISO","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","412"
"PFIZER INC - USA","CARTAGO","PARAISO","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","28"
"PFIZER INC - USA","CARTAGO","PARAISO","80 a 90","M","DV1 - PRIMER DOSIS VIDA","1-2021","3"
"PFIZER INC - USA","CARTAGO","PARAISO","80 a 90","M","DV1 - PRIMER DOSIS VIDA","2-2021","236"
"PFIZER INC - USA","CARTAGO","PARAISO","80 a 90","M","DV1 - PRIMER DOSIS VIDA","3-2021","179"
"PFIZER INC - USA","CARTAGO","PARAISO","80 a 90","M","DV1 - PRIMER DOSIS VIDA","4-2021","22"
"PFIZER INC - USA","CARTAGO","PARAISO","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","3"
"PFIZER INC - USA","CARTAGO","PARAISO","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","384"
"PFIZER INC - USA","CARTAGO","PARAISO","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","19"
"PFIZER INC - USA","CARTAGO","PARAISO","90 a 100","F","DV1 - PRIMER DOSIS VIDA","2-2021","48"
"PFIZER INC - USA","CARTAGO","PARAISO","90 a 100","F","DV1 - PRIMER DOSIS VIDA","3-2021","30"
"PFIZER INC - USA","CARTAGO","PARAISO","90 a 100","F","DV1 - PRIMER DOSIS VIDA","4-2021","13"
"PFIZER INC - USA","CARTAGO","PARAISO","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","70"
"PFIZER INC - USA","CARTAGO","PARAISO","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","6"
"PFIZER INC - USA","CARTAGO","PARAISO","90 a 100","M","DV1 - PRIMER DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","CARTAGO","PARAISO","90 a 100","M","DV1 - PRIMER DOSIS VIDA","2-2021","50"
"PFIZER INC - USA","CARTAGO","PARAISO","90 a 100","M","DV1 - PRIMER DOSIS VIDA","3-2021","23"
"PFIZER INC - USA","CARTAGO","PARAISO","90 a 100","M","DV1 - PRIMER DOSIS VIDA","4-2021","6"
"PFIZER INC - USA","CARTAGO","PARAISO","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","CARTAGO","PARAISO","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","71"
"PFIZER INC - USA","CARTAGO","PARAISO","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","CARTAGO","TURRIALBA","10 a 20","F","DV1 - PRIMER DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","CARTAGO","TURRIALBA","10 a 20","F","DV1 - PRIMER DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","CARTAGO","TURRIALBA","10 a 20","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","2"
"PFIZER INC - USA","CARTAGO","TURRIALBA","10 a 20","M","DV1 - PRIMER DOSIS VIDA","2-2021","3"
"PFIZER INC - USA","CARTAGO","TURRIALBA","10 a 20","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","3"
"PFIZER INC - USA","CARTAGO","TURRIALBA","100 o mas","F","DV1 - PRIMER DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","CARTAGO","TURRIALBA","100 o mas","F","DV1 - PRIMER DOSIS VIDA","3-2021","2"
"PFIZER INC - USA","CARTAGO","TURRIALBA","100 o mas","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","3"
"PFIZER INC - USA","CARTAGO","TURRIALBA","100 o mas","M","DV1 - PRIMER DOSIS VIDA","2-2021","3"
"PFIZER INC - USA","CARTAGO","TURRIALBA","100 o mas","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","4"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","12-2020","5"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","1-2021","84"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","2-2021","55"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","3-2021","50"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","4-2021","7"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","26"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","66"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","93"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","6"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","1-2021","63"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","2-2021","89"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","3-2021","44"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","4-2021","6"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","13"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","50"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","121"
"PFIZER INC - USA","CARTAGO","TURRIALBA","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","3"
"PFIZER INC - USA","CARTAGO","TURRIALBA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","12-2020","3"
"PFIZER INC - USA","CARTAGO","TURRIALBA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","1-2021","140"
"PFIZER INC - USA","CARTAGO","TURRIALBA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","2-2021","116"
"PFIZER INC - USA","CARTAGO","TURRIALBA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","3-2021","106"
"PFIZER INC - USA","CARTAGO","TURRIALBA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","4-2021","12"
"PFIZER INC - USA","CARTAGO","TURRIALBA","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","52"
"PFIZER INC - USA","CARTAGO","TURRIALBA","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","92"
"PFIZER INC - USA","CARTAGO","TURRIALBA","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","212"
"PFIZER INC - USA","CARTAGO","TURRIALBA","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","CARTAGO","TURRIALBA","30 a 40","M","DV1 - PRIMER DOSIS VIDA","1-2021","129"
